title,time,href,passage
苹果智能终于支持简体中文，但国行iPhone还用不上,2025/04/01 13:21,https://cn.technode.com/post/2025-04-01/apple-intelligence-china-mainland/,"今日凌晨，苹果推送了iOS 18.4的版本更新。苹果此次将Apple Intelligence的可用性扩展到多语种，包括法语、德语、意大利语、葡萄牙语（巴西）、西班牙语、日语、韩语和简体中文，以及新加坡和印度的本地化英语。然而，尽管Apple Intelligence已经支持简体中文，实际上，国行版本的Apple Intelligence并未开启。
动点科技记者向苹果方面求证有关Apple Intelligence落地中国大陆地区的具体时间，对方称尚不明朗，还需等待。
库克来华，疑似将打通苹果智能落地最后一公里
苹果CEO库克近期来华，参加了一系列活动。用户异常关注其一举一动，希望其能透露些许Apple Intelligence落地中国的消息。
其后，苹果在上海举办的小型开发者大会上，向中国开发者详细介绍Apple Intelligence（苹果智能）功能。报道指出，苹果正等待最终审批，以便在中国市场的iPhone中加入该AI功能。
今年2月，阿里巴巴董事会主席蔡崇信在迪拜举行的世界政府峰会上证实了双方合作。他透露：”苹果在选择合作伙伴时非常谨慎，他们与中国多家企业进行了接触，最终决定与我们合作。苹果希望采用我们的AI技术赋能其手机产品。”
韦德布什证券（Wedbush）高级股票分析师丹·艾夫斯在给投资者的报告中指出，苹果的中国战略是其”AI布局中最大的拼图”。他表示，苹果此前因等待合适的中国科技合作伙伴而处于”观望状态”。艾夫斯评价与阿里巴巴的合作时称：”这是苹果迈向正确方向的重要一步，阿里巴巴的合作将解锁中国AI市场的巨大潜力，堪称苹果的黄金机遇。”
据此前彭博社报道，苹果正与中国科技巨头阿里巴巴、百度等本地企业合作，计划于今年晚些时候将Apple Intelligence功能引入中国市场。此次合作不仅涉及技术适配，还包括调整系统以满足政府对信息过滤的监管要求。因为根据中国监管要求，生成式人工智能产品上线前需获得政府许可。
Counterpoint研究公司总监塔伦·帕塔克指出：”iPhone 16系列市场反响不一，部分原因在于上市初期未能提供Apple Intelligence功能。”目前，苹果正加快审批流程，以期尽快将AI功能整合到中国市场的iPhone产品中。
AI落地中国区时不我待
根据Canalys发布的2024年中国智能手机出货量数据，苹果在中国市场的销量大幅下滑。除了苹果自身创新乏力外，国产手机厂商的崛起也是原因之一。数据显示，苹果相较于去年减少了17%，销量仅为4290万部。其市场份额排在第3位，仅略高于华为的4600万部。尽管整体的智能手机市场增长了4%，增加了1210万部，但苹果却出现了近900万部的下滑。
从去年WWDC开始，Apple Intelligence就吊足了中国用户胃口。然而目前，所有安卓厂商和华为鸿蒙系统用户都用上了一系列AI功能，但iPhone 16系列上市时就大篇幅勾勒的AI功能到现在都未在大陆地区上线。
诚然，苹果一直在寻求与中国企业合作以推进AI功能落地。
作为苹果全球第二大市场，中国区的AI功能落地是苹果在中国市场寻求突破的关键时期。根据中国法律要求，苹果公司将通过与本土企业深度合作对Apple Intelligence完成系统性调整：在阿里巴巴的技术支持下构建内容审查机制，对用户交互信息进行合规过滤；同时将所有中国用户数据完整存储于境内服务器，依托本地数据中心（如云上贵州）实现数据主权合规；此外联合百度开发定制化AI功能，包括基于摄像头扫描识别的视觉智能（接入本地化知识库）以及采用文心一言技术的中文智能助手，替代原版ChatGPT集成以符合监管要求。
彭博社援引知情人士消息称，经过本地化适配的中国版Apple Intelligence最早可能在5月推出。
艾夫斯分析指出，尽管Apple Intelligence的全球普及率仍处于初级阶段，但预计未来几年将通过苹果设备覆盖约25%的全球人口。中国市场的突破，不仅能缓解iPhone在中国的销售压力，更标志着苹果在AI领域的全球化布局进入新阶段。
APPLE INTELLIGENCE 苹果公司"
title,time,href,passage
网易有道发布AI硬件产品Youdao OpenEar开放式耳机,2025/04/01 11:00,https://cn.technode.com/post/2025-04-01/netease-youdao-openear/,"网易有道在北京中关村硬科技嘉年华上正式发布了其全新的AI硬件产品——Youdao OpenEar开放式耳机。Youdao OpenEar开放式耳机的核心亮点在于其无感佩戴体验、高品音质和智能交互功能。耳机采用开放式耳挂设计，结合轻量化材质和人体工学原理，实现了长时间佩戴的舒适性，真正做到了“佩戴如无物”。这种设计不仅适合运动、通勤和学习等多种场景，还能满足用户全天候的学习和生活需求。
在音质方面，Youdao OpenEar配备了DNS3.0AI降噪技术、低频补偿算法和复合振膜喇叭，能够还原立体高保真的音质，为用户提供全景音效的沉浸式聆听体验。尽管价格亲民，但这款耳机在音质上毫不逊色，展现了高性价比的优势。
智能交互功能也是Youdao OpenEar的一大亮点。耳机支持单手操控播放状态和多设备切换，用户可以轻松自如地管理音频播放。此外，耳机还一键接入了有道智能生态，用户只需长按耳机即可唤醒AI助手“小P老师”，随时随地开启深度答疑互动。
YOUDAO OPENEAR 有道 网易"
title,time,href,passage
苹果涉嫌虚假宣传 AI 功能在加拿大遭集体诉讼,2025/04/01 10:57,https://cn.technode.com/post/2025-04-01/iphone-16-ai-features-lead-to-class-action-lawsuit-in-canada/,"苹果因涉嫌虚假宣传 iPhone 16 的 AI 功能，在加拿大不列颠哥伦比亚省面临集体诉讼。诉讼称，苹果在营销中承诺 iPhone 16 系列具备先进的人工智能功能，但实际并未实现。
据《温哥华太阳报》报道，苹果因涉嫌虚假宣传 iPhone 16 的 AI 功能，在加拿大不列颠哥伦比亚省被提起集体诉讼。
诉讼文件显示，苹果在推广 iPhone 16 系列时宣称其搭载了全新的人工智能（AI）技术，但实际发售时这些功能并未上线。原告指控苹果的广告误导消费者，让人误以为手机在发售时就具备“Apple Intelligence”高级功能。
诉讼指出，苹果宣传的 AI 工具（如升级版 Siri）在手机开售时并不存在，可能要到 2027 年才会推出。尽管苹果以小字标注部分功能“开发中”，但这一免责声明直到 3 月 7 日才在官网添加。
原告认为，苹果明知技术未成熟却仍以高价销售手机，涉嫌违反消费者保护法，并指控其欺诈、违约和不当得利。
本案原告特拉维斯·派瓦林塔（Travis Paivarinta）以 1799 加元购买了 iPhone 16 Pro Max，但宣传中的 AI 功能至今未兑现。诉讼要求对 3 月 7 日前在加拿大购买 iPhone 16 的用户进行赔偿，金额可能在 17.5 至 150 加元之间。苹果目前尚未回应诉讼，法院也未作出裁决。
本月早些时候，苹果在美国也因类似问题被起诉。此前，苹果还因旧款 iPhone 的电池性能问题达成和解，但许多加拿大用户仍在等待赔偿。此次诉讼再次引发对苹果营销透明度的质疑。
AI IPHONE 苹果"
title,time,href,passage
OpenAI 完成 400 亿美元超大规模融资，估值达 3000 亿美元,2025/04/01 10:49,https://cn.technode.com/post/2025-04-01/openai-closes-40-billion/,"OpenAI 宣布完成一轮大规模私募融资，融资金额高达 400 亿美元，公司估值在融资完成后达到 3000 亿美元。这被认为是有史以来规模最大的私募融资轮之一。
根据 OpenAI 的博客文章，此次融资由软银集团领投。此外，微软、Coatue、Altimeter 和 Thrive 等公司也参与了本轮投资。这些公司均为 OpenAI 的早期支持者。
OpenAI 在博客中表示：“这笔新资金将使我们能够进一步推动人工智能研究的边界，扩大我们的计算基础设施，并为每周使用 ChatGPT 的 5 亿人提供更强大的工具。”
此外，OpenAI 还对与软银集团的合作表示期待，称“很少有公司像他们那样懂得如何规模化地推广变革性技术”。
据 CNBC 报道，此次融资中约有 180 亿美元将用于 OpenAI 雄心勃勃的“星门”（Stargate）基础设施项目，该项目旨在在美国各地建立一个由人工智能数据中心组成的网络。
AI OPENAI"
title,time,href,passage
回顾任天堂初代 Switch 的宣发之路,2025/04/01 09:46,https://cn.technode.com/post/2025-04-01/looking-back-promotion-and-marketing-nintendo-switch/,"现在距离任天堂 Switch 首次亮相已经过去八年时间了。这款多模式游戏主机曾被视为大胆新概念，也是任天堂游戏机业务的一次重塑——起初让投资者感到不安——如今已显得相当平常。市场高保有量肯定起到了积极作用。自 2017 年以来，Switch 已经售出了 1.5 亿台，任天堂希望在 2025 年通过 Switch 2 延续这一成功。
随着我们越来越接近 Switch 2 专属直面会活动，让我们回顾一下该公司最初如何推销 Switch，以及它对该系统的功能做出了哪些承诺。
2016 年 10 月，任天堂揭开了 Switch 的神秘面纱，在此之前，该公司一直用代号“NX”来指代它。该公司通过一段视频展示了这款系统，重点突出了 Switch 最核心的特性：能够像连接电视的主机一样玩游戏，也能够随身带着玩。
任天堂在揭晓 Switch 时，主要聚焦于该主机的便携特性，不过也强调了一些其他特点。Joy-Con 手柄可以从主机上取下，插入到一个叫做 Joy-Con Grip 的外壳中，然后与朋友分享以进行多人游戏。最多支持八台主机相互连接，进行本地无线游玩。
任天堂当时宣传的其他功能包括：
左侧 Joy-Con 上有一颗撷取按钮，玩家可以按下该按钮即时截取游戏截图或片段，并在社交媒体上与朋友分享。此后，该功能被淡化了，因为任天堂在 2024 年取消了将截图发布到 X（前为 Twitter）的支持。
用于在游戏中使用 amiibo 人物的 NFC 触点和红外运动相机，可以检测附近物体的距离、形状和运动。红外运动相机最终被用于有限的游戏，如《1-2 Switch》《Nintendo Labo》《健身环大冒险》《超级舞动 瓦力欧制造》等。
“HD 震动”，任天堂称其拥有游戏手柄中最逼真的细微振动。“效果非常精细，例如，玩家在摇动 Joy-Con 时可以感受到玻璃杯中单个冰块碰撞的震动，”任天堂吹嘘道。“通过 HD 震动，你可以体验到仅靠视觉和声音无法实现的真实感。”
时任任天堂美国公司总裁兼首席运营官雷吉·菲尔斯-埃米 (Reggie Fils-Aime) 表示：“任天堂 Switch 让游戏玩家可以随心所欲地玩游戏。它通过开放无边界游戏的概念，为游戏开发者提供了新的能力，让他们能够将自己的创意愿景变成现实。”
该公司还透露，随后将推出名为 Nintendo Switch Online 的在线多人游戏服务，以及一款将于 2017 年夏季推出的手机 App，该应用将“让用户邀请朋友在线玩游戏、设定游戏聚会并与其他 Switch 玩家聊天”。
任天堂在发布会上重点介绍了六款游戏，包括第一方和第三方软件：《塞尔达传说 旷野之息》《上古卷轴 V：天际》《马力欧赛车 8 豪华版》《NBA 2K18》《超级马力欧 奥德赛》以及《斯普拉顿 2》。
雷吉引导法伦在《今夜秀》上体验 Switch。图源：The Tonight Show
2016 年 12 月，雷吉在美国电视节目上展示了 Switch，让《今夜秀》主持人吉米·法伦（Jimmy Fallon）体验了《塞尔达传说 旷野之息》。雷吉告诉兴奋的法伦，他可以“以任何想要的方式玩游戏”，并吹嘘《荒野之息》“只要你能看到，你就能去那里”的开放世界。
当然，雷吉也对 Switch 游戏机本身大加赞赏，戏剧性地展示了在电视上玩游戏然后立即切换到便携模式并随身携带的功能。
在 Switch 发售前的几个月里，任天堂继续大力宣传，解释了该系统的三种游玩模式——电视模式、桌面模式和手持模式。官方硬件概述视频简要展示了任天堂的宣传信息：你可以借助 Switch 独特的动作感应和红外感应手柄“切换并玩”游戏，体验像《ARMS》这样的独特游戏，也能玩像《马里奥赛车 8 豪华版》这类的传统游戏。
发售后，任天堂 Switch 很快证明了自己的实力，据雷吉在 CBS 的《今晨》节目采访中所述，它取得了“任天堂历史上在发布后的前五天销量最高的成绩”。在那一次电视露面中，雷吉再次谈到了Switch 的“游戏规则改变者”之处在于，玩家既可以有“大屏体验”，也可以在“出租车、Uber、地铁等任何地方”玩游戏。
他也谈到了任天堂的家庭友好型战略，以及该公司长期以来为“5 岁至 95 岁”玩家制作游戏的宗旨。这一宗旨来自已故的岩田聪，他指示任天堂的游戏设计师迎合所有可能的玩家，而不仅仅是那些从 8 位时代就陪伴任天堂成长并坚持玩到今天的人。
足以说，任天堂一直在向消费者传达这样的信息：Switch 可以在任何地方、以任何方式、由任何人玩。到目前为止，任天堂似乎仍坚持在 Switch 2 上采用同样的策略，尽管数千万粉丝现在都已经很清楚这一信息。但任天堂还有更多话要说，该公司计划如何在未来几年保持人们对主机-掌机混合体概念的兴趣。这一点我们很快就会知道了。
NS SWITCH SWITCH 2 主机 任天堂 掌机 游戏"
